task,backend,model,id,text,true_emotion,predicted_emotion,correct,response,fluency,emotional_accuracy,empathy,helpfulness,safety,latency_s,error
classify,openrouter,google/gemini-2.5-pro,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,8.43,
classify,openrouter,anthropic/claude-sonnet-4,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,1.75,
classify,openrouter,qwen/qwen3-235b-a22b,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,4.29,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,2.25,
classify,openrouter,openai/gpt-5,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,fear,1,,,,,,,3.59,
classify,openrouter,google/gemini-2.5-pro,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,nervous,0,,,,,,,7.79,
classify,openrouter,anthropic/claude-sonnet-4,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,nervous,0,,,,,,,1.4,
classify,openrouter,qwen/qwen3-235b-a22b,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,fear,1,,,,,,,1.66,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,fear,1,,,,,,,0.82,
classify,openrouter,openai/gpt-5,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,3.89,
classify,openrouter,google/gemini-2.5-pro,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,6.86,
classify,openrouter,anthropic/claude-sonnet-4,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,1.25,
classify,openrouter,qwen/qwen3-235b-a22b,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,4.6,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,1.01,
classify,openrouter,openai/gpt-5,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,5.33,
classify,openrouter,google/gemini-2.5-pro,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,7.07,
classify,openrouter,anthropic/claude-sonnet-4,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,1.05,
classify,openrouter,qwen/qwen3-235b-a22b,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,3.66,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,1.55,
classify,openrouter,openai/gpt-5,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,2.63,
classify,openrouter,google/gemini-2.5-pro,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,7.92,
classify,openrouter,anthropic/claude-sonnet-4,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,1.77,
classify,openrouter,qwen/qwen3-235b-a22b,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,4.45,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,1.95,
classify,openrouter,openai/gpt-5,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,nervous,1,,,,,,,2.12,
classify,openrouter,google/gemini-2.5-pro,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,nervous,1,,,,,,,8.33,
classify,openrouter,anthropic/claude-sonnet-4,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,nervous,1,,,,,,,2.55,
classify,openrouter,qwen/qwen3-235b-a22b,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,nervous,1,,,,,,,6.32,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,fear,0,,,,,,,0.57,
classify,openrouter,openai/gpt-5,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,6.93,
classify,openrouter,google/gemini-2.5-pro,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,6.6,
classify,openrouter,anthropic/claude-sonnet-4,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,1.14,
classify,openrouter,qwen/qwen3-235b-a22b,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,2.12,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,0.49,
classify,openrouter,openai/gpt-5,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,5.53,
classify,openrouter,google/gemini-2.5-pro,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,7.68,
classify,openrouter,anthropic/claude-sonnet-4,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,1.93,
classify,openrouter,qwen/qwen3-235b-a22b,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,3.91,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,1.87,
classify,openrouter,openai/gpt-5,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,6.79,
classify,openrouter,google/gemini-2.5-pro,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,7.03,
classify,openrouter,anthropic/claude-sonnet-4,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,1.21,
classify,openrouter,qwen/qwen3-235b-a22b,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,5.51,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,0.74,
classify,openrouter,openai/gpt-5,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,4.04,
classify,openrouter,google/gemini-2.5-pro,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,6.53,
classify,openrouter,anthropic/claude-sonnet-4,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,3.3,
classify,openrouter,qwen/qwen3-235b-a22b,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,4.13,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,0.75,
classify,openrouter,openai/gpt-5,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,2.52,
classify,openrouter,google/gemini-2.5-pro,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,7.36,
classify,openrouter,anthropic/claude-sonnet-4,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,1.82,
classify,openrouter,qwen/qwen3-235b-a22b,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,5.18,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,0.61,
classify,openrouter,openai/gpt-5,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,3.67,
classify,openrouter,google/gemini-2.5-pro,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,7.79,
classify,openrouter,anthropic/claude-sonnet-4,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,2.01,
classify,openrouter,qwen/qwen3-235b-a22b,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,5.66,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,1.18,
classify,openrouter,openai/gpt-5,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,5.44,
classify,openrouter,google/gemini-2.5-pro,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,8.88,
classify,openrouter,anthropic/claude-sonnet-4,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,1.31,
classify,openrouter,qwen/qwen3-235b-a22b,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,4.4,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,1.34,
classify,openrouter,openai/gpt-5,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,6.84,
classify,openrouter,google/gemini-2.5-pro,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,8.3,
classify,openrouter,anthropic/claude-sonnet-4,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,2.33,
classify,openrouter,qwen/qwen3-235b-a22b,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,6.48,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,22,هرچی بهش می‌گم گوش نمی‌ده، انگار دارم با دیوار حرف می‌زنم، دیگه حوصله‌ی این لجبازیاش رو ندارم.,anger,anger,1,,,,,,,0.57,
classify,openrouter,openai/gpt-5,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,4.34,
classify,openrouter,google/gemini-2.5-pro,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,8.19,
classify,openrouter,anthropic/claude-sonnet-4,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,1.12,
classify,openrouter,qwen/qwen3-235b-a22b,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,3.29,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,23,یه ساعت تو صف وایسادم، بعد یارو با پارتی‌بازی از راه نرسیده کارش رو راه انداخت و رفت، خونم به جوش اومد.,anger,anger,1,,,,,,,0.73,
classify,openrouter,openai/gpt-5,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,3.42,
classify,openrouter,google/gemini-2.5-pro,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,8.34,
classify,openrouter,anthropic/claude-sonnet-4,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,1.36,
classify,openrouter,qwen/qwen3-235b-a22b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,4.48,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,0.64,
classify,openrouter,openai/gpt-5,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,5.74,
classify,openrouter,google/gemini-2.5-pro,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,8.68,
classify,openrouter,anthropic/claude-sonnet-4,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,1.07,
classify,openrouter,qwen/qwen3-235b-a22b,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,7.54,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,2.77,
classify,openrouter,openai/gpt-5,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,3.0,
classify,openrouter,google/gemini-2.5-pro,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,8.62,
classify,openrouter,anthropic/claude-sonnet-4,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,1.1,
classify,openrouter,qwen/qwen3-235b-a22b,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,5.55,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,0.76,
classify,openrouter,openai/gpt-5,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,nervous,1,,,,,,,3.64,
classify,openrouter,google/gemini-2.5-pro,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,,,,,,,,,127.32,empty content (finish_reason=error); raise max_tokens for reasoning models
classify,openrouter,anthropic/claude-sonnet-4,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,nervous,1,,,,,,,1.74,
classify,openrouter,qwen/qwen3-235b-a22b,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,nervous,1,,,,,,,2.97,
classify,openrouter,meta-llama/llama-3.3-70b-instruct,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,fear,0,,,,,,,1.51,
classify,openrouter,openai/gpt-5,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,3.61,
classify,openrouter,google/gemini-2.5-pro,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,6.38,
