task,backend,model,id,text,true_emotion,predicted_emotion,correct,response,fluency,emotional_accuracy,empathy,helpfulness,safety,latency_s,error
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,5,وقتی اون صحنه رو دیدم حالم به هم خورد، واقعاً چندش‌آور بود.,disgust,disgust,1,,,,,,,0.46,
classify,groq,openai/gpt-oss-120b,5,وقتی اون صحنه رو دیدم حالم به هم خورد، واقعاً چندش‌آور بود.,disgust,,0,,,,,,,0.41,
classify,ollama,llama3.2:latest,5,وقتی اون صحنه رو دیدم حالم به هم خورد، واقعاً چندش‌آور بود.,disgust,sadness,0,,,,,,,0.18,
classify,ollama,gemma3:4b,5,وقتی اون صحنه رو دیدم حالم به هم خورد، واقعاً چندش‌آور بود.,disgust,disgust,1,,,,,,,0.21,
classify,ollama,qwen3:8b,5,وقتی اون صحنه رو دیدم حالم به هم خورد، واقعاً چندش‌آور بود.,disgust,sadness,0,,,,,,,2.23,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,5,وقتی اون صحنه رو دیدم حالم به هم خورد، واقعاً چندش‌آور بود.,disgust,disgust,1,,,,,,,1.52,
classify,groq,llama-3.3-70b-versatile,6,اصلاً انتظارش رو نداشتم که برام جشن تولد بگیرن، کاملاً غافلگیر شدم!,surprise,surprise,1,,,,,,,0.14,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,6,اصلاً انتظارش رو نداشتم که برام جشن تولد بگیرن، کاملاً غافلگیر شدم!,surprise,surprise,1,,,,,,,1.15,
classify,groq,openai/gpt-oss-120b,6,اصلاً انتظارش رو نداشتم که برام جشن تولد بگیرن، کاملاً غافلگیر شدم!,surprise,,0,,,,,,,0.41,
classify,ollama,llama3.2:latest,6,اصلاً انتظارش رو نداشتم که برام جشن تولد بگیرن، کاملاً غافلگیر شدم!,surprise,sadness,0,,,,,,,0.17,
classify,ollama,gemma3:4b,6,اصلاً انتظارش رو نداشتم که برام جشن تولد بگیرن، کاملاً غافلگیر شدم!,surprise,surprise,1,,,,,,,0.21,
classify,ollama,qwen3:8b,6,اصلاً انتظارش رو نداشتم که برام جشن تولد بگیرن، کاملاً غافلگیر شدم!,surprise,surprise,1,,,,,,,2.0,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,6,اصلاً انتظارش رو نداشتم که برام جشن تولد بگیرن، کاملاً غافلگیر شدم!,surprise,surprise,1,,,,,,,1.52,
classify,groq,llama-3.3-70b-versatile,7,بعد از مدت‌ها بالاخره با دوست قدیمیم آشتی کردم و قلبم پر از آرامشه.,joy,joy,1,,,,,,,0.5,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,7,بعد از مدت‌ها بالاخره با دوست قدیمیم آشتی کردم و قلبم پر از آرامشه.,joy,joy,1,,,,,,,0.71,
classify,groq,openai/gpt-oss-120b,7,بعد از مدت‌ها بالاخره با دوست قدیمیم آشتی کردم و قلبم پر از آرامشه.,joy,,0,,,,,,,0.14,
classify,ollama,llama3.2:latest,7,بعد از مدت‌ها بالاخره با دوست قدیمیم آشتی کردم و قلبم پر از آرامشه.,joy,ارامش,0,,,,,,,0.19,
classify,ollama,gemma3:4b,7,بعد از مدت‌ها بالاخره با دوست قدیمیم آشتی کردم و قلبم پر از آرامشه.,joy,joy,1,,,,,,,0.2,
classify,ollama,qwen3:8b,7,بعد از مدت‌ها بالاخره با دوست قدیمیم آشتی کردم و قلبم پر از آرامشه.,joy,joy,1,,,,,,,2.02,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,7,بعد از مدت‌ها بالاخره با دوست قدیمیم آشتی کردم و قلبم پر از آرامشه.,joy,joy,1,,,,,,,1.52,
classify,groq,llama-3.3-70b-versatile,8,این روزها هیچ انگیزه‌ای ندارم و فقط دلم می‌خواد گریه کنم.,sadness,sadness,1,,,,,,,0.17,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,8,این روزها هیچ انگیزه‌ای ندارم و فقط دلم می‌خواد گریه کنم.,sadness,sadness,1,,,,,,,0.68,
classify,groq,openai/gpt-oss-120b,8,این روزها هیچ انگیزه‌ای ندارم و فقط دلم می‌خواد گریه کنم.,sadness,,0,,,,,,,0.32,
classify,ollama,llama3.2:latest,8,این روزها هیچ انگیزه‌ای ندارم و فقط دلم می‌خواد گریه کنم.,sadness,sadness,1,,,,,,,0.18,
classify,ollama,gemma3:4b,8,این روزها هیچ انگیزه‌ای ندارم و فقط دلم می‌خواد گریه کنم.,sadness,sadness,1,,,,,,,0.18,
classify,ollama,qwen3:8b,8,این روزها هیچ انگیزه‌ای ندارم و فقط دلم می‌خواد گریه کنم.,sadness,sadness,1,,,,,,,1.99,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,8,این روزها هیچ انگیزه‌ای ندارم و فقط دلم می‌خواد گریه کنم.,sadness,sadness,1,,,,,,,1.5,
classify,groq,llama-3.3-70b-versatile,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,0.15,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,0.15,
classify,groq,openai/gpt-oss-120b,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,,0,,,,,,,0.35,
classify,ollama,llama3.2:latest,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,sadness,0,,,,,,,0.17,
classify,ollama,gemma3:4b,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,0.19,
classify,ollama,qwen3:8b,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,1.98,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,9,چطور تونست انقدر راحت بهم دروغ بگه؟ از دستش خیلی شاکی‌ام.,anger,anger,1,,,,,,,1.54,
classify,groq,llama-3.3-70b-versatile,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,fear,1,,,,,,,0.15,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,nervous,0,,,,,,,0.99,
classify,groq,openai/gpt-oss-120b,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,,0,,,,,,,0.38,
classify,ollama,llama3.2:latest,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,sadness,0,,,,,,,0.18,
classify,ollama,gemma3:4b,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,fear,1,,,,,,,0.2,
classify,ollama,qwen3:8b,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,fear,1,,,,,,,2.01,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,10,تنهایی تو این شهر غریب می‌ترسونتم، نمی‌دونم از پس کارها برمیام یا نه.,fear,sadness,0,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,0.14,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,0.27,
classify,groq,openai/gpt-oss-120b,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,,0,,,,,,,0.44,
classify,ollama,llama3.2:latest,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,sadness,0,,,,,,,0.18,
classify,ollama,gemma3:4b,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,disgust,1,,,,,,,0.21,
classify,ollama,qwen3:8b,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,fear,0,,,,,,,1.93,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,11,بوی غذای مونده‌ی توی یخچال حالم رو بد کرد.,disgust,sadness,0,,,,,,,1.5,
classify,groq,llama-3.3-70b-versatile,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,0.15,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,0.44,
classify,groq,openai/gpt-oss-120b,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,,0,,,,,,,0.41,
classify,ollama,llama3.2:latest,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,joy,0,,,,,,,0.18,
classify,ollama,gemma3:4b,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,0.21,
classify,ollama,qwen3:8b,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,2.03,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,12,باورم نمیشه این همه سال بعد، اتفاقی توی خیابون دیدمش!,surprise,surprise,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,0.78,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,0.2,
classify,groq,openai/gpt-oss-120b,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,,0,,,,,,,0.41,
classify,ollama,llama3.2:latest,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,0.17,
classify,ollama,gemma3:4b,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,0.2,
classify,ollama,qwen3:8b,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,2.3,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,13,نصفه‌شب با صدای شکستنِ شیشه از خواب پریدم و از ترس خشکم زد.,fear,fear,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,fear,0,,,,,,,0.13,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,nervous,1,,,,,,,0.71,
classify,groq,openai/gpt-oss-120b,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,,0,,,,,,,0.41,
classify,ollama,llama3.2:latest,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,sadness,0,,,,,,,0.18,
classify,ollama,gemma3:4b,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,fear,0,,,,,,,0.2,
classify,ollama,qwen3:8b,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,fear,0,,,,,,,2.04,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,14,فردا اولین روزِ کاری‌مه و از استرس دلشوره دارم و دستام یخ کرده.,nervous,nervous,1,,,,,,,1.52,
classify,groq,llama-3.3-70b-versatile,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,0.15,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,0.16,
classify,groq,openai/gpt-oss-120b,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,,0,,,,,,,0.47,
classify,ollama,llama3.2:latest,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,0.18,
classify,ollama,gemma3:4b,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,0.23,
classify,ollama,qwen3:8b,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,2.05,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,15,وای امروز حقوقم رو ریختن، انقدر خوشحالم که می‌خوام شب همه‌ی بچه‌ها رو ببرم شام!,joy,joy,1,,,,,,,1.51,
classify,groq,llama-3.3-70b-versatile,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,0.27,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,0.19,
classify,groq,openai/gpt-oss-120b,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,,0,,,,,,,0.48,
classify,ollama,llama3.2:latest,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,0.2,
classify,ollama,gemma3:4b,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,0.23,
classify,ollama,qwen3:8b,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,2.13,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,16,کل هفته نگرانِ جواب آزمایش بودم، ولی دکتر گفت هیچ مشکلی نیست؛ انگار یه کوه از رو دوشم برداشتن، از خوشحالی زدم زیر گریه.,joy,joy,1,,,,,,,1.52,
classify,groq,llama-3.3-70b-versatile,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,0.17,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,0.13,
classify,groq,openai/gpt-oss-120b,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,,0,,,,,,,0.31,
classify,ollama,llama3.2:latest,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,0.2,
classify,ollama,gemma3:4b,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,0.22,
classify,ollama,qwen3:8b,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,joy,1,,,,,,,2.12,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,17,روز فارغ‌التحصیلیم بود، یه طرف دلم برای دوستام که داشتن می‌رفتن تنگ شده بود، ولی انقدر به خودم افتخار می‌کردم که آخرش با لبخند از در دانشگاه زدم بیرون.,joy,افتخار,0,,,,,,,1.59,
classify,groq,llama-3.3-70b-versatile,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,0.15,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,0.46,
classify,groq,openai/gpt-oss-120b,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,,0,,,,,,,0.72,
classify,ollama,llama3.2:latest,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,0.17,
classify,ollama,gemma3:4b,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,0.18,
classify,ollama,qwen3:8b,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,1.94,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,18,دلم گرفته، هیچ‌کس نیست حالم رو بپرسه.,sadness,sadness,1,,,,,,,1.48,
classify,groq,llama-3.3-70b-versatile,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,0.21,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,0.23,
classify,groq,openai/gpt-oss-120b,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,,0,,,,,,,0.4,
classify,ollama,llama3.2:latest,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,0.2,
classify,ollama,gemma3:4b,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,0.21,
classify,ollama,qwen3:8b,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,2.27,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,19,گوشیم رو که برمی‌دارم می‌بینم دیگه پیاماش نمیاد، تازه می‌فهمم چقدر جاش خالیه.,sadness,sadness,1,,,,,,,1.53,
classify,groq,llama-3.3-70b-versatile,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,0.16,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,0.31,
classify,groq,openai/gpt-oss-120b,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,,0,,,,,,,0.19,
classify,ollama,llama3.2:latest,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,0.2,
classify,ollama,gemma3:4b,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,0.21,
classify,ollama,qwen3:8b,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,2.07,
classify,ollama,hf.co/mradermacher/gemma-3-4b-persian-v0-GGUF:latest,20,از صبح یه بغض عجیب تو گلومه، می‌رم سر کار و می‌خندم و با همه حرف می‌زنم، ولی شب که می‌رسم خونه انگار همه‌ی غما یهو می‌ریزن سرم.,sadness,sadness,1,,,,,,,1.5,
classify,groq,llama-3.3-70b-versatile,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,0.12,
classify,groq,meta-llama/llama-4-scout-17b-16e-instruct,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,0.43,
classify,groq,openai/gpt-oss-120b,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,,0,,,,,,,0.45,
classify,ollama,llama3.2:latest,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,0.18,
classify,ollama,gemma3:4b,21,بازم قول داد و بدقولی کرد، دیگه واقعاً کفرم درومده!,anger,anger,1,,,,,,,0.2,
