task,backend,model,id,text,true_emotion,predicted_emotion,correct,response,fluency,emotional_accuracy,empathy,helpfulness,safety,latency_s,error
classify,groq,openai/gpt-oss-120b,24,فردا مصاحبه‌ی کاری دارم و از دیشب دلشوره دارم، هی جلوی آینه با خودم تمرین می‌کنم.,nervous,nervous,1,,,,,,,0.54,
classify,groq,openai/gpt-oss-120b,25,هم ذوق دارم که قراره بابا بشم، هم یه دلشوره‌ای ته دلمه که نکنه نتونم پدر خوبی باشم؛ یه حال عجیبیه، هی قلبم تند تند می‌زنه.,nervous,nervous,1,,,,,,,0.62,
classify,groq,openai/gpt-oss-120b,26,تا وقتی جوابش رو نگرفتم آروم و قرار ندارم، هی گوشیم رو چک می‌کنم ببینم پیام داده یا نه.,nervous,nervous,1,,,,,,,0.65,
classify,groq,openai/gpt-oss-120b,27,نمی‌دونم چرا، ولی هر بار باید جلوی جمع حرف بزنم دستام عرق می‌کنه و صدام می‌لرزه و حس می‌کنم همه دارن نگاهم می‌کنن.,nervous,nervous,1,,,,,,,0.67,
classify,groq,openai/gpt-oss-120b,28,نصفه‌شب یه صدایی از تو حیاط اومد، از ترس جرئت نکردم از جام تکون بخورم.,fear,fear,1,,,,,,,0.59,
classify,groq,openai/gpt-oss-120b,29,چراغا که یهو خاموش شد و تو تاریکی تنها موندم، قلبم اومد تو دهنم.,fear,fear,1,,,,,,,0.74,
classify,groq,openai/gpt-oss-120b,30,تو جاده مه بود و ماشین جلویی یهو ترمز کرد، یه لحظه فکر کردم همه‌چی تمومه، هنوزم یادم میاد تنم می‌لرزه.,fear,fear,1,,,,,,,0.53,
classify,groq,openai/gpt-oss-120b,31,ظرفای چند روز مونده رو که دیدم، حالم به هم خورد.,disgust,nervous,0,,,,,,,0.1,
classify,groq,openai/gpt-oss-120b,32,وقتی فهمیدم پشت سرم چه حرفایی زده، یه حس چندشی بهم دست داد که نگو.,disgust,anger,0,,,,,,,0.76,
classify,groq,openai/gpt-oss-120b,33,دستشویی رستوران انقدر کثیف و بوگرفته بود که اشتهام کامل کور شد و غذامو نخورده گذاشتم رفتم.,disgust,disgust,1,,,,,,,0.1,
classify,groq,openai/gpt-oss-120b,34,درِ خونه رو که باز کردم، یهو همه با هم داد زدن سورپرایز!,surprise,surprise,1,,,,,,,0.76,
classify,groq,openai/gpt-oss-120b,35,اصلاً فکرشم نمی‌کردم تو این شهر غریب یهو با همکلاسی دوران مدرسه‌م روبه‌رو بشم.,surprise,surprise,1,,,,,,,0.12,
classify,groq,openai/gpt-oss-120b,36,گفته بود تا آخر ماه ماموریته، ولی صبح که چشمامو باز کردم دیدم با یه دسته گل بالای سرم وایساده، اصلاً باورم نمی‌شد.,surprise,surprise,1,,,,,,,0.85,
